Cuvant: ~If~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~469~
Cuvant: ~Bowdoin~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~emeritus~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~numerically~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~twenty-nine~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~curriculums~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Thayer~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Amos~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Tuck~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~two-year~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~postgraduate~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~B.S.~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~catching~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~collegiate~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~scoreboard~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~outscoring~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~espouses~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~preserves~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~brashness~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Emeritus~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~corral~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~aristocracy~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Giffen~; Parte expl.: ~substantiv~; Nr. intrari: ~17~
Cuvant: ~punctually~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~Rest~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Instructions~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~humane~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~Palfrey's~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~overseer~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~parish~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~citing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~$5,000~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Gorham's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~remonstrated~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~calmly~; Parte expl.: ~adverb~; Nr. intrari: ~9~
Cuvant: ~injurious~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~heirs~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~perpetrated~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~hapless~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Gorham~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~planter~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~furious~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~sue~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~amicably~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Palfrey~; Parte expl.: ~substantiv~; Nr. intrari: ~26~
Cuvant: ~inducement~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~brothers'~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~accede~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~William's~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~block~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Knowing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Liberia~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~fifty-two~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~females~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~philantrophy~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Emancipation~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Conscience~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~unnamed~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~inventory~; Parte expl.: ~substantiv~; Nr. intrari: ~13~
Cuvant: ~devoid~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~Sam's~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~twelve-year-old~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~child-bearing~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~rejecting~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~$7,000~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$6,666.66~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~extracted~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~concession~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Giffen's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~freeing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~manumitted~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~petitioned~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~waive~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~table~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~incensed~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~stormed~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Courier~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Ears~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Plantation~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~assented~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~vowing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~journey~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~mid-April~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~apprehensively~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~Lydia~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Child~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~apologized~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Cassius~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~cordial~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~annoyances~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~abolitionist~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Edmund~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~civility~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~upriver~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~planters~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~antislavery~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Attakapas~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~memoirs~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~boil~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~born~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~unborn~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~bondage~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~planting~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~freedom-conscious~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~solicitousness~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~aboard~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~2~
Cuvant: ~mate~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~Bashaw~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~levee~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~chattels~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~regret~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~jubilation~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Martin's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Parish~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Excitement~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bribed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Slavery~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~constitution~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~red-turbaned~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~curtseyed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~diffidence~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~fruitlessly~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Hopedale~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Hathaway~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Canandaigua~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Claire~; Parte expl.: ~substantiv~; Nr. intrari: ~15~
Cuvant: ~Shaefer~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~Bakersfield~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~squeezing~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~presto~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~1~
Cuvant: ~kidney~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~disorder~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~ozone~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~applicator~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~neon~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~rectangular~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~diseased~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Shaefer's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~pseudo-scientific~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~mumbo-jumbo~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Continuing~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~paused~; Parte expl.: ~verb~; Nr. intrari: ~18~
Cuvant: ~comfort~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~cancer-ridden~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~shrieked~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~ailment~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~sage~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~wrinkles~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~tumors~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~cysts~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Lee's~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Pure~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Drug~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Inspection~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~quack~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~friend's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~convicting~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Practices~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~misbranded~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~drugs~; Parte expl.: ~substantiv~; Nr. intrari: ~11~
Cuvant: ~days'~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~quacks~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~phony~; Parte expl.: ~adjectiv~; Nr. intrari: ~7~
Cuvant: ~therapeutic~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~fatten~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~miseries~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~luring~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Rube~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~metals~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~gadgets~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~flashing~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~ticks~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~buzzes~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~capitalizing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~translating~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~vocabulary~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~huckster~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~impotence~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~faker~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~anaprapath~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~physiotherapist~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~electrotherapist~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~naturopath~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~sanipractor~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~cultist~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~masseur~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~letterhead~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~operator~; Parte expl.: ~substantiv~; Nr. intrari: ~42~
Cuvant: ~gallus-snapping~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~hawker~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~plunder~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~FDA~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Ghadiali~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Abrams~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Wilhelm~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Reich~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~notorious~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~distributing~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Authorities~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Frauds~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Gross~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~$1020~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$4200~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~chiropractor~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~radioclast~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~diagnometer~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Multiply~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~conned~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~AMA~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~BBB~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$610~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~charlatans~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~ACS~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Arthritis~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rheumatism~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~policing~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~loot~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~racketeer~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~extracts~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~preying~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~callously~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~ghouls~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Typically~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~treatments~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~townsman~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bilked~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~incurable~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~hard-earned~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~chiropractor's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Hepker~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Fraud~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~arsenic~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~strychnine~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~wreck~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~Fraud's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~diabetic~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~cure~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~insulin~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~committing~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~spike~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~pencil~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~barium~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~chloride~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Vrilium~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$306~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Hang~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Doris~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~Hull~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~drugless~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~healer~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Spokane~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~diagnosed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~radionic~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~twirling~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~knobs~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~prescription~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~compresses~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~10-day~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~fast~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~weighing~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~T.B.~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$35,823~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~ghoul~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~survivors~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~reconditioning~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~$185~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Postal~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~Stephens~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~prosecuted~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~desperately~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~cures~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~hastened~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~oldsters~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Jannsen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~FDA's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Quacks~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~sufferers~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~arthritis~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~rheumatism~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~scrape~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~avarice~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~underprivileged~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~lion~; Parte expl.: ~substantiv~; Nr. intrari: ~11~
Cuvant: ~zebra~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~circled~; Parte expl.: ~verb~; Nr. intrari: ~8~
Cuvant: ~stifled~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Comanche~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~yell~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~Reef~; Parte expl.: ~substantiv~; Nr. intrari: ~11~
Cuvant: ~perpendicularly~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~honeycombed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~dense~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~scrub~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~creepers~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~lava~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Kearton~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~Ulyate~; Parte expl.: ~substantiv~; Nr. intrari: ~15~
Cuvant: ~Means~; Parte expl.: ~substantiv~; Nr. intrari: ~14~
Cuvant: ~Loveless~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~reined~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~focussed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~specks~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Hyena~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bend~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~faintly~; Parte expl.: ~adverb~; Nr. intrari: ~7~
Cuvant: ~tore~; Parte expl.: ~verb~; Nr. intrari: ~12~
Cuvant: ~cracks~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~Sounder~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rim~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rastus~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rake~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~fox-hounds~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~collie~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Simba~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~terrier~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~motley~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~galloping~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~leaning~; Parte expl.: ~verb~; Nr. intrari: ~11~
Cuvant: ~cheering~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Light~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~pile~; Parte expl.: ~substantiv~; Nr. intrari: ~11~
Cuvant: ~blew~; Parte expl.: ~verb~; Nr. intrari: ~8~
Cuvant: ~flame~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~licked~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~fetch~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~barking~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~baying~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~gallop~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~choked~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~lava-rocks~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bushes~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~thickly~; Parte expl.: ~adverb~; Nr. intrari: ~4~
Cuvant: ~peering~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~ridden~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~impassable~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~full-grown~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~lioness~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~crouched~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~whirled~; Parte expl.: ~verb~; Nr. intrari: ~3~
